年月日,平均気温,天気概況（昼）,都市
2022/3/31,14.3,8.3,曇りときどき雨,彦根
2022/4/1,11.2,6.1,晴れ,彦根
2022/4/2,12.0,1.4,曇りときどき晴れ,彦根
2022/4/3,13.6,8.0,雨ときどき曇り,彦根
2022/4/4,14.6,8.6,晴れ,彦根
2022/4/5,17.8,8.8,晴れ,彦根
2022/4/6,20.1,8.5,晴れ,彦根
2022/4/7,23.3,7.1,晴れ,彦根
2022/4/8,17.6,8.9,晴れ,彦根
2022/4/9,21.8,6.6,晴れ,彦根
2022/4/10,23.4,9.6,晴れ,彦根
2022/4/11,23.6,12.4,曇りときどき晴れ,彦根
2022/4/12,25.6,12.6,晴れ,彦根
2022/4/13,25.0,15.4,曇り,彦根
2022/4/14,22.0,13.6,曇りときどき雨,彦根
2022/4/15,16.7,12.3,曇りときどき雨,彦根
2022/4/16,14.8,9.3,曇り,彦根
2022/4/17,18.9,5.7,晴れ,彦根
2022/4/18,19.3,10.7,曇り,彦根
2022/4/19,19.3,8.2,晴れ,彦根
2022/4/20,23.3,7.3,晴れ,彦根
2022/4/21,20.5,11.4,雨ときどき曇り,彦根
2022/4/22,22.5,13.8,雨ときどき曇り,彦根
2022/4/23,21.5,13.1,曇り,彦根
2022/4/24,16.5,13.9,雨ときどき曇り,彦根
2022/4/25,23.4,14.8,晴れときどき曇り,彦根
2022/4/26,22.4,16.9,雨ときどき曇り,彦根
2022/4/27,20.7,11.7,曇り,彦根
2022/4/28,21.0,10.2,晴れ,彦根
2022/4/29,19.7,10.4,大雨ときどき曇り,彦根
2022/4/30,18.5,9.9,晴れときどき曇り,彦根
2022/5/1,16.2,11.2,雨,彦根
2022/5/2,18.6,6.7,晴れのち雨,彦根
2022/5/3,18.2,7.2,晴れ,彦根
2022/5/4,23.3,7.8,晴れ,彦根
2022/5/5,25.7,10.7,晴れ,彦根
2022/5/6,25.1,13.5,曇りときどき晴れ,彦根
2022/5/7,27.5,13.1,晴れ,彦根
2022/5/8,19.8,11.7,晴れときどき曇り,彦根
2022/5/9,15.3,10.4,曇り,彦根
2022/5/10,20.9,8.4,晴れときどき曇り,彦根
2022/5/11,24.3,14.8,雨のち曇り,彦根
2022/5/12,22.6,16.7,雨ときどき曇り,彦根
2022/5/13,21.4,16.6,雨ときどき曇り,彦根
2022/5/14,19.6,14.1,曇りときどき雨,彦根
2022/5/15,18.8,12.2,曇り,彦根
2022/5/16,20.0,11.7,曇り,彦根
2022/5/17,20.9,12.4,曇り,彦根
2022/5/18,24.9,10.6,晴れ,彦根
2022/5/19,25.2,11.8,晴れ,彦根
2022/5/20,22.2,14.5,曇り,彦根
2022/5/21,19.0,15.9,雨ときどき曇り,彦根
2022/5/22,25.8,15.2,晴れ,彦根
2022/5/23,24.1,15.4,晴れ,彦根
2022/5/24,28.3,13.0,晴れ,彦根
2022/5/25,27.9,17.4,晴れときどき曇り,彦根
2022/5/26,27.0,17.6,曇り,彦根
2022/5/27,26.1,16.0,曇りのち晴れ,彦根
2022/5/28,26.1,15.1,晴れ,彦根
2022/5/29,29.4,15.0,晴れ,彦根
2022/5/30,32.2,16.3,曇りときどき晴れ,彦根
2022/5/31,25.1,16.6,雨ときどき曇り,彦根
2022/6/1,23.7,13.6,曇りときどき晴れ,彦根
2022/6/2,29.0,15.1,晴れ,彦根
2022/6/3,27.0,16.8,晴れ,彦根
2022/6/4,25.2,17.2,晴れ,彦根
2022/6/5,26.0,16.6,曇りときどき晴れ,彦根
2022/6/6,22.2,17.3,雨,彦根
2022/6/7,20.8,15.9,曇りときどき雨,彦根
2022/6/8,23.7,15.7,晴れ,彦根
2022/6/9,27.5,14.6,晴れ,彦根
2022/6/10,28.4,18.8,晴れときどき曇り,彦根
2022/6/11,24.5,18.6,曇りのち雨,彦根
2022/6/12,23.5,18.2,晴れ,彦根
2022/1/1,9.3,-0.5,晴れ,広島
2022/1/2,12.1,0.4,晴れ,広島
2022/1/3,12.2,1.4,晴れ,広島
2022/1/4,10.6,1.2,晴れときどき曇り,広島
2022/1/5,10.0,3.6,曇りときどき晴れ,広島
2022/1/6,10.5,3.4,晴れときどき曇り,広島
2022/1/7,11.7,3.5,晴れ,広島
2022/1/8,11.4,0.8,晴れ,広島
2022/1/9,12.9,2.1,曇り,広島
2022/1/10,12.7,2.8,晴れ,広島
2022/1/11,10.6,1.4,曇りときどき雨,広島
2022/1/12,6.9,0.8,晴れときどき曇り,広島
2022/1/13,7.0,1.0,曇りときどき雪,広島
2022/1/14,7.1,0.4,晴れ,広島
2022/1/15,8.9,-0.1,曇り,広島
2022/1/16,10.5,-0.1,曇りときどき晴れ,広島
2022/1/17,10.2,2.5,晴れ,広島
2022/1/18,6.3,1.6,曇り,広島
2022/1/19,9.7,-0.1,晴れ,広島
2022/1/20,7.7,1.3,曇りときどき晴れ,広島
2022/1/21,7.6,1.6,曇り,広島
2022/1/22,9.5,0.0,晴れ,広島
2022/1/23,6.2,2.6,雨,広島
2022/1/24,10.1,3.5,曇りのち晴れ,広島
2022/1/25,11.4,2.8,曇り,広島
2022/1/26,12.4,3.3,晴れときどき曇り,広島
2022/1/27,13.0,3.3,晴れ,広島
2022/1/28,13.1,2.5,晴れ,広島
2022/1/29,11.0,3.3,曇り,広島
2022/1/30,10.3,2.3,曇り,広島
2022/1/31,10.8,1.4,晴れ,広島
2022/2/1,10.0,-0.3,晴れのち曇り,広島
2022/2/2,10.4,-0.3,曇りときどき晴れ,広島
2022/2/3,11.4,2.8,曇りときどき晴れ,広島
2022/2/4,10.5,0.5,晴れ,広島
2022/2/5,5.6,0.0,晴れときどき雪,広島
2022/2/6,6.5,0.8,晴れときどき雪,広島
2022/2/7,8.4,-0.6,晴れのち曇り,広島
2022/2/8,9.2,3.5,曇り,広島
2022/2/9,13.0,1.9,晴れ,広島
2022/2/10,10.4,4.9,曇りときどき雨,広島
2022/2/11,12.9,2.7,晴れ,広島
2022/2/12,13.9,3.3,曇りのち晴れ,広島
2022/2/13,6.9,4.2,雨,広島
2022/2/14,13.1,4.8,曇りのち晴れ,広島
2022/2/15,12.9,2.7,晴れときどき曇り,広島
2022/2/16,6.4,0.5,晴れ,広島
2022/2/17,4.6,-2.4,晴れときどき雪,広島
2022/2/18,10.3,-0.5,曇り,広島
2022/2/19,3.9,1.3,雨ときどき雪,広島
2022/2/20,5.9,1.3,晴れときどき雪,広島
2022/2/21,7.3,-0.8,晴れ,広島
2022/2/22,7.6,-0.8,晴れ,広島
2022/2/23,8.5,-1.5,曇り,広島
2022/2/24,7.3,-0.6,晴れときどき曇り,広島
2022/2/25,11.1,-1.5,晴れ,広島
2022/2/26,12.8,-0.4,晴れ,広島
2022/2/27,14.6,4.6,晴れ,広島
2022/2/28,14.9,1.1,晴れ,広島
2022/3/1,9.2,5.5,雨,広島
2022/3/2,15.1,6.2,晴れときどき曇り,広島
2022/3/3,14.8,2.1,晴れ,広島
2022/3/4,11.4,1.8,曇り,広島
2022/3/5,19.7,3.5,晴れ,広島
2022/3/6,11.8,3.9,晴れ,広島
2022/3/7,10.9,1.3,曇り,広島
2022/3/8,13.7,1.9,晴れ,広島
2022/3/9,14.7,3.1,晴れ,広島
2022/3/10,16.4,4.8,晴れ,広島
2022/3/11,18.5,5.8,曇りのち晴れ,広島
2022/3/12,19.5,10.9,曇り,広島
2022/3/13,19.5,12.0,曇り,広島
2022/3/14,21.9,14.4,晴れ,広島
2022/3/15,22.3,13.4,晴れ,広島
2022/3/16,20.9,10.0,晴れ,広島
2022/3/17,21.1,10.7,曇り,広島
2022/3/18,14.1,8.6,大雨,広島
2022/3/19,12.6,7.3,曇りときどき雨,広島
2022/3/20,13.7,5.1,晴れときどき曇り,広島
2022/3/21,15.5,7.0,曇り,広島
2022/3/22,16.5,7.0,曇りときどき晴れ,広島
2022/3/23,10.5,5.4,曇りのち雨,広島
2022/3/24,15.0,4.8,晴れ,広島
2022/3/25,19.7,7.1,晴れ,広島
2022/3/26,16.0,12.4,大雨,広島
2022/3/27,20.1,10.5,晴れ,広島
2022/3/28,16.3,10.0,曇り,広島
2022/3/29,17.1,8.8,曇り,広島
2022/3/30,19.3,10.3,曇り,広島
2022/3/31,19.1,11.3,曇り,広島
2022/4/1,15.7,7.8,晴れ,広島
2022/4/2,14.0,4.6,曇り,広島
2022/4/3,18.3,4.7,晴れ,広島
2022/4/4,21.5,6.8,晴れ,広島
2022/4/5,20.1,5.2,晴れ,広島
2022/4/6,20.4,10.6,晴れ,広島
2022/4/7,21.3,9.8,晴れ,広島
2022/4/8,21.7,9.8,晴れ,広島
2022/4/9,23.6,10.0,晴れ,広島
2022/4/10,23.9,12.1,晴れ,広島
2022/4/11,21.9,14.2,曇り,広島
2022/4/12,24.9,17.1,曇り,広島
2022/4/13,25.5,16.4,曇り,広島
2022/4/14,17.8,15.0,大雨,広島
2022/4/15,17.5,12.2,曇り,広島
2022/4/16,20.4,10.0,晴れ,広島
2022/4/17,20.4,7.9,晴れ,広島
2022/4/18,20.6,10.8,曇り,広島
2022/4/19,23.5,10.9,曇りのち晴れ,広島
2022/4/20,24.6,11.0,晴れ,広島
2022/4/21,15.9,13.4,雨ときどき曇り,広島
2022/4/22,22.5,14.4,晴れ,広島
2022/4/23,21.2,14.6,曇り,広島
2022/4/24,22.0,15.7,雨のち曇り,広島
2022/4/25,24.7,16.3,曇り,広島
2022/4/26,22.5,18.0,雨,広島
2022/4/27,27.9,19.4,曇り,広島
2022/4/28,25.2,16.5,晴れ,広島
2022/4/29,19.1,12.2,大雨のち曇り,広島
2022/4/30,20.9,11.3,晴れ,広島
2022/5/1,20.9,11.2,曇り,広島
2022/5/2,23.2,8.3,曇りのち晴れ,広島
2022/5/3,20.8,10.2,晴れ,広島
2022/5/4,24.2,10.0,晴れ,広島
2022/5/5,26.2,12.8,晴れ,広島
2022/5/6,25.5,15.4,晴れのち曇り,広島
2022/5/7,25.4,18.4,晴れ,広島
2022/5/8,24.6,16.5,晴れ,広島
2022/5/9,24.0,16.6,曇り,広島
2022/5/10,24.0,13.6,曇り,広島
2022/5/11,23.9,15.6,曇りときどき雨,広島
2022/5/12,21.1,19.1,雨,広島
2022/5/13,21.0,19.0,雨,広島
2022/5/14,25.5,16.6,曇りのち晴れ,広島
2022/5/15,21.4,14.3,曇り,広島
2022/5/16,23.4,14.3,曇り,広島
2022/5/17,24.0,14.3,晴れ,広島
2022/5/18,26.0,13.8,晴れ,広島
2022/5/19,25.4,14.2,曇り,広島
2022/5/20,22.2,16.8,曇り,広島
2022/5/21,25.0,17.0,曇り,広島
2022/5/22,26.0,14.3,晴れ,広島
2022/5/23,27.9,17.6,曇り,広島
2022/5/24,29.0,17.5,晴れ,広島
2022/5/25,29.3,18.6,晴れ,広島
2022/5/26,22.9,20.5,曇りときどき雨,広島
2022/5/27,29.8,19.5,晴れ,広島
2022/5/28,27.7,17.2,曇り,広島
2022/5/29,31.1,16.6,晴れ,広島
2022/5/30,23.0,18.4,雨,広島
2022/5/31,27.6,18.1,晴れときどき曇り,広島
2022/6/1,27.1,15.2,曇り,広島
2022/6/2,28.0,16.8,晴れ,広島
2022/6/3,29.0,18.1,晴れ,広島
2022/6/4,29.0,19.2,晴れ,広島
2022/6/5,22.8,17.4,雨ときどき曇り,広島
2022/6/6,26.3,17.3,曇り,広島
2022/6/7,25.8,17.3,曇りときどき晴れ,広島
2022/6/8,26.3,15.4,晴れ,広島
2022/6/9,28.0,17.1,晴れ,広島
2022/6/10,28.4,19.7,曇り,広島
2022/6/11,23.7,19.5,雨,広島
2022/6/12,30.5,18.3,晴れ,広島
2022/1/1,8.6,-1.5,晴れときどき曇り,岡山
2022/1/2,10.7,-2.0,晴れ,岡山
2022/1/3,12.6,-1.5,晴れ,岡山
2022/1/4,10.9,0.5,晴れときどき曇り,岡山
2022/1/5,8.7,-0.8,晴れのち曇り,岡山
2022/1/6,9.1,2.8,みぞれときどき曇り,岡山
2022/1/7,10.2,0.3,晴れときどき曇り,岡山
2022/1/8,10.5,-2.3,晴れ,岡山
2022/1/9,12.6,-0.8,曇りときどき晴れ,岡山
2022/1/10,13.0,2.8,晴れときどき曇り,岡山
2022/1/11,10.2,1.6,雨のち曇り,岡山
2022/1/12,7.2,0.0,晴れときどき雪,岡山
2022/1/13,6.2,-0.6,晴れときどき曇り,岡山
2022/1/14,7.5,-2.4,晴れ,岡山
2022/1/15,10.0,-1.8,晴れときどき曇り,岡山
2022/1/16,11.9,-1.9,晴れのち曇り,岡山
2022/1/17,9.6,0.6,晴れときどき曇り,岡山
2022/1/18,7.0,0.0,曇りときどき晴れ,岡山
2022/1/19,8.8,-1.3,晴れ,岡山
2022/1/20,8.4,-1.8,晴れ,岡山
2022/1/21,7.8,-2.5,晴れ,岡山
2022/1/22,9.0,0.7,晴れ,岡山
2022/1/23,4.4,0.2,雨ときどき曇り,岡山
2022/1/24,9.8,0.8,曇り,岡山
2022/1/25,8.3,-1.4,曇りときどき晴れ,岡山
2022/1/26,12.6,-1.2,晴れときどき曇り,岡山
2022/1/27,12.4,2.5,曇りときどき晴れ,岡山
2022/1/28,13.2,0.0,晴れ,岡山
2022/1/29,11.7,1.3,曇り,岡山
2022/1/30,10.1,0.5,曇りときどき晴れ,岡山
2022/1/31,10.9,-0.7,晴れ,岡山
2022/2/1,10.6,-2.1,晴れのち曇り,岡山
2022/2/2,10.3,-2.1,晴れ,岡山
2022/2/3,11.5,-0.3,曇りときどき晴れ,岡山
2022/2/4,11.1,-0.7,晴れ,岡山
2022/2/5,6.2,-1.4,晴れ,岡山
2022/2/6,5.7,-1.8,晴れ,岡山
2022/2/7,8.6,-2.8,晴れのち曇り,岡山
2022/2/8,9.7,1.4,曇り,岡山
2022/2/9,11.4,-0.9,晴れ,岡山
2022/2/10,11.0,1.5,雨ときどき曇り,岡山
2022/2/11,11.9,-1.2,晴れのち曇り,岡山
2022/2/12,13.2,-0.2,晴れ,岡山
2022/2/13,5.2,1.7,雨,岡山
2022/2/14,11.8,2.6,曇りのち晴れ,岡山
2022/2/15,13.2,0.1,曇りときどき晴れ,岡山
2022/2/16,5.9,-0.2,晴れときどき曇り,岡山
2022/2/17,5.4,-2.1,晴れ,岡山
2022/2/18,9.1,-3.5,晴れ,岡山
2022/2/19,3.7,-0.7,曇りときどき雪,岡山
2022/2/20,7.2,-0.3,曇り,岡山
2022/2/21,6.7,-1.4,晴れ,岡山
2022/2/22,7.7,-1.5,晴れときどき雪,岡山
2022/2/23,8.4,-3.0,曇りときどき晴れ,岡山
2022/2/24,8.4,-1.9,曇りときどき晴れ,岡山
2022/2/25,10.8,-3.8,晴れ,岡山
2022/2/26,13.0,-2.4,晴れ,岡山
2022/2/27,14.2,1.4,晴れ,岡山
2022/2/28,15.3,-1.3,晴れ,岡山
2022/3/1,7.1,2.0,雨ときどき曇り,岡山
2022/3/2,14.8,4.5,晴れ,岡山
2022/3/3,15.5,1.5,晴れ,岡山
2022/3/4,11.3,0.3,曇りときどき晴れ,岡山
2022/3/5,17.0,0.7,晴れ,岡山
2022/3/6,12.1,1.3,曇り,岡山
2022/3/7,10.9,-0.4,曇り,岡山
2022/3/8,14.3,-0.4,晴れ,岡山
2022/3/9,16.2,0.8,晴れときどき曇り,岡山
2022/3/10,18.1,2.0,晴れ,岡山
2022/3/11,18.7,2.8,晴れ,岡山
2022/3/12,22.5,8.5,晴れ,岡山
2022/3/13,21.8,10.6,曇り,岡山
2022/3/14,23.0,13.2,晴れ,岡山
2022/3/15,21.3,10.8,晴れ,岡山
2022/3/16,23.1,7.0,晴れ,岡山
2022/3/17,18.8,7.9,晴れときどき曇り,岡山
2022/3/18,12.2,7.8,大雨,岡山
2022/3/19,14.1,5.5,曇りのち雨,岡山
2022/3/20,12.3,2.7,曇りときどき晴れ,岡山
2022/3/21,15.7,5.6,曇りときどき晴れ,岡山
2022/3/22,12.3,5.0,雨のち曇り,岡山
2022/3/23,11.5,2.2,曇り,岡山
2022/3/24,16.0,3.2,晴れときどき曇り,岡山
2022/3/25,18.5,4.9,晴れときどき曇り,岡山
2022/3/26,17.2,12.9,雨ときどき曇り,岡山
2022/3/27,20.6,10.6,晴れときどき曇り,岡山
2022/3/28,16.0,9.3,曇りときどき晴れ,岡山
2022/3/29,15.0,6.6,曇り,岡山
2022/3/30,21.0,5.7,曇りときどき晴れ,岡山
2022/3/31,17.1,9.6,曇りときどき雨,岡山
2022/4/1,14.3,5.2,晴れときどき曇り,岡山
2022/4/2,13.0,2.4,曇り,岡山
2022/4/3,17.0,2.1,晴れ,岡山
2022/4/4,20.2,5.7,晴れ,岡山
2022/4/5,22.1,2.9,晴れ,岡山
2022/4/6,23.3,8.4,晴れ,岡山
2022/4/7,22.9,8.5,晴れ,岡山
2022/4/8,22.2,8.5,晴れ,岡山
2022/4/9,25.2,8.4,晴れ,岡山
2022/4/10,25.9,10.1,晴れ,岡山
2022/4/11,22.5,13.9,曇りときどき晴れ,岡山
2022/4/12,26.2,14.0,晴れ,岡山
2022/4/13,27.9,16.5,曇りときどき晴れ,岡山
2022/4/14,19.0,16.4,雨ときどき曇り,岡山
2022/4/15,18.1,12.8,曇りときどき雨,岡山
2022/4/16,18.3,8.3,晴れ,岡山
2022/4/17,22.0,4.7,晴れ,岡山
2022/4/18,23.3,8.4,曇りときどき晴れ,岡山
2022/4/19,23.3,8.8,晴れ,岡山
2022/4/20,25.3,9.4,晴れ,岡山
2022/4/21,19.1,12.5,雨ときどき曇り,岡山
2022/4/22,24.6,14.5,晴れ,岡山
2022/4/23,25.2,12.8,曇りときどき晴れ,岡山
2022/4/24,20.1,15.4,雨,岡山
2022/4/25,26.1,16.8,曇りのち晴れ,岡山
2022/4/26,25.2,17.1,雨ときどき曇り,岡山
2022/4/27,24.7,14.5,曇り,岡山
2022/4/28,24.4,12.4,晴れ,岡山
2022/4/29,18.5,10.9,大雨ときどき曇り,岡山
2022/4/30,20.3,10.3,晴れ,岡山
2022/5/1,21.6,9.4,曇り,岡山
2022/5/2,20.9,6.5,晴れのち雨,岡山
2022/5/3,21.7,8.3,晴れ,岡山
2022/5/4,24.3,7.8,晴れ,岡山
2022/5/5,25.9,11.3,晴れ,岡山
2022/5/6,24.7,14.7,晴れときどき曇り,岡山
2022/5/7,27.3,14.0,曇り,岡山
2022/5/8,23.2,14.9,晴れ,岡山
2022/5/9,18.8,11.5,曇り,岡山
2022/5/10,23.3,9.4,晴れときどき曇り,岡山
2022/5/11,21.7,16.4,雨ときどき曇り,岡山
2022/5/12,20.8,18.2,雨,岡山
2022/5/13,20.7,18.7,雨,岡山
2022/5/14,24.7,15.8,曇りのち晴れ,岡山
2022/5/15,21.1,12.7,曇り,岡山
2022/5/16,23.0,12.6,曇り,岡山
2022/5/17,23.8,14.2,曇り,岡山
2022/5/18,27.4,11.0,晴れ,岡山
2022/5/19,27.9,12.2,晴れときどき曇り,岡山
2022/5/20,24.5,15.2,曇り,岡山
2022/5/21,21.6,16.2,曇りときどき雨,岡山
2022/5/22,28.1,13.1,晴れ,岡山
2022/5/23,29.0,16.5,晴れ,岡山
2022/5/24,29.2,14.5,晴れ,岡山
2022/5/25,28.8,17.9,曇り,岡山
2022/5/26,28.0,17.6,曇り,岡山
2022/5/27,28.0,18.0,晴れ,岡山
2022/5/28,29.7,16.2,晴れ,岡山
2022/5/29,32.3,15.3,晴れ,岡山
2022/5/30,24.2,16.2,雨ときどき曇り,岡山
2022/5/31,29.0,16.1,晴れときどき曇り,岡山
2022/6/1,26.6,13.1,曇りときどき晴れ,岡山
2022/6/2,30.4,13.4,晴れ,岡山
2022/6/3,31.4,16.0,晴れ,岡山
2022/6/4,27.1,17.0,晴れ,岡山
2022/6/5,24.0,17.3,雨ときどき曇り,岡山
2022/6/6,23.0,17.2,雨,岡山
2022/6/7,24.4,15.3,曇りときどき晴れ,岡山
2022/6/8,26.1,13.6,晴れ,岡山
2022/6/9,28.3,15.4,晴れ,岡山
2022/6/10,30.0,18.7,晴れときどき曇り,岡山
2022/6/11,23.8,19.4,雨ときどき曇り,岡山
2022/6/12,29.1,19.2,晴れ,岡山
2022/1/1,7.2,1.1,曇りときどき晴れ,神戸
2022/1/2,8.7,0.6,晴れ,神戸
2022/1/3,11.3,5.1,晴れ,神戸
2022/1/4,9.9,4.1,晴れのち雨,神戸
2022/1/5,8.4,3.8,曇りときどき晴れ,神戸
2022/1/6,6.8,3.8,曇り,神戸
2022/1/7,8.5,2.8,曇りときどき晴れ,神戸
2022/1/8,9.1,2.0,晴れ,神戸
2022/1/9,10.9,2.9,晴れ,神戸
2022/1/10,12.2,6.1,晴れ,神戸
2022/1/11,9.2,3.3,雨ときどき曇り,神戸
2022/1/12,6.7,1.7,曇りときどき晴れ,神戸
2022/1/13,7.2,0.8,晴れ,神戸
2022/1/14,7.1,0.2,晴れ,神戸
2022/1/15,8.8,2.7,晴れ,神戸
2022/1/16,10.6,1.6,晴れときどき曇り,神戸
2022/1/17,9.7,3.8,曇りときどき晴れ,神戸
2022/1/18,5.9,2.0,曇りときどき晴れ,神戸
2022/1/19,8.6,1.9,曇りのち晴れ,神戸
2022/1/20,7.6,2.1,曇り,神戸
2022/1/21,5.1,1.0,晴れのち雪,神戸
2022/1/22,7.9,3.1,曇りのち晴れ,神戸
2022/1/23,6.4,2.8,雨ときどき曇り,神戸
2022/1/24,9.5,4.0,曇りときどき雨,神戸
2022/1/25,7.4,1.9,曇りときどき晴れ,神戸
2022/1/26,11.4,2.1,晴れ,神戸
2022/1/27,11.3,5.0,曇りときどき晴れ,神戸
2022/1/28,11.4,3.6,晴れ,神戸
2022/1/29,10.2,4.2,曇り,神戸
2022/1/30,9.5,4.8,曇りときどき晴れ,神戸
2022/1/31,9.7,3.2,曇りときどき晴れ,神戸
2022/2/1,10.4,3.0,晴れのち雨,神戸
2022/2/2,9.5,2.5,晴れ,神戸
2022/2/3,10.1,4.8,曇り,神戸
2022/2/4,9.7,3.3,曇りのち晴れ,神戸
2022/2/5,6.3,1.2,晴れ,神戸
2022/2/6,6.8,-0.1,晴れのち曇り,神戸
2022/2/7,9.0,0.6,晴れ,神戸
2022/2/8,9.1,4.3,曇り,神戸
2022/2/9,10.7,3.6,晴れ,神戸
2022/2/10,8.1,5.1,曇りのち雨,神戸
2022/2/11,12.7,4.3,晴れ,神戸
2022/2/12,11.2,3.2,晴れ,神戸
2022/2/13,7.2,4.5,雨ときどき曇り,神戸
2022/2/14,11.5,5.2,曇り,神戸
2022/2/15,12.2,3.3,晴れときどき曇り,神戸
2022/2/16,6.4,0.9,雪ときどき晴れ,神戸
2022/2/17,5.6,-0.5,晴れ,神戸
2022/2/18,8.2,0.1,晴れときどき曇り,神戸
2022/2/19,8.2,2.6,雨ときどき曇り,神戸
2022/2/20,9.9,1.6,晴れのち曇り,神戸
2022/2/21,7.3,0.2,晴れのち曇り,神戸
2022/2/22,8.6,1.0,晴れ,神戸
2022/2/23,6.6,0.3,曇りときどき晴れ,神戸
2022/2/24,8.6,1.3,晴れ,神戸
2022/2/25,9.7,0.6,晴れ,神戸
2022/2/26,11.8,2.9,晴れ,神戸
2022/2/27,13.6,6.5,晴れ,神戸
2022/2/28,11.7,3.7,晴れ,神戸
2022/3/1,11.3,6.1,雨ときどき曇り,神戸
2022/3/2,12.6,7.9,雨のち曇り,神戸
2022/3/3,12.5,5.7,晴れ,神戸
2022/3/4,10.7,4.5,曇りときどき晴れ,神戸
2022/3/5,16.4,5.4,晴れ,神戸
2022/3/6,10.5,3.1,晴れのち雨,神戸
2022/3/7,9.5,2.5,曇り,神戸
2022/3/8,11.1,2.9,晴れ,神戸
2022/3/9,12.9,4.0,曇り,神戸
2022/3/10,14.0,4.9,晴れ,神戸
2022/3/11,16.1,7.0,晴れときどき曇り,神戸
2022/3/12,18.4,10.5,晴れ,神戸
2022/3/13,19.4,12.9,曇り,神戸
2022/3/14,20.8,14.7,晴れときどき曇り,神戸
2022/3/15,21.6,11.3,晴れ,神戸
2022/3/16,19.4,10.3,晴れ,神戸
2022/3/17,19.2,11.2,曇りときどき晴れ,神戸
2022/3/18,13.9,10.1,雨,神戸
2022/3/19,13.1,7.1,曇り,神戸
2022/3/20,12.8,5.0,晴れのち曇り,神戸
2022/3/21,13.0,7.7,曇りときどき晴れ,神戸
2022/3/22,10.2,6.0,雨,神戸
2022/3/23,12.9,5.1,曇り,神戸
2022/3/24,14.6,6.5,晴れ,神戸
2022/3/25,17.7,8.1,晴れときどき曇り,神戸
2022/3/26,18.3,13.3,雨ときどき曇り,神戸
2022/3/27,19.0,12.4,曇り,神戸
2022/3/28,15.0,9.5,曇りときどき晴れ,神戸
2022/3/29,14.5,8.7,曇り,神戸
2022/3/30,19.6,10.8,晴れ,神戸
2022/3/31,16.5,9.7,雨ときどき曇り,神戸
2022/4/1,13.3,7.0,晴れ,神戸
2022/4/2,13.0,5.5,曇り,神戸
2022/4/3,13.8,9.4,雨ときどき曇り,神戸
2022/4/4,18.6,8.6,晴れ,神戸
2022/4/5,17.6,7.4,晴れ,神戸
2022/4/6,19.5,11.7,晴れときどき曇り,神戸
2022/4/7,21.1,11.9,晴れ,神戸
2022/4/8,18.5,12.5,晴れ,神戸
2022/4/9,20.8,12.2,晴れ,神戸
2022/4/10,23.7,13.8,晴れ,神戸
2022/4/11,21.1,16.8,曇りときどき晴れ,神戸
2022/4/12,23.3,16.6,晴れときどき曇り,神戸
2022/4/13,26.2,18.2,曇りときどき晴れ,神戸
2022/4/14,24.4,17.4,曇りときどき雨,神戸
2022/4/15,19.5,13.5,曇りときどき雨,神戸
2022/4/16,17.7,10.0,曇り,神戸
2022/4/17,21.1,8.7,晴れ,神戸
2022/4/18,21.1,14.5,曇りときどき晴れ,神戸
2022/4/19,21.1,13.1,晴れ,神戸
2022/4/20,23.7,13.1,晴れ,神戸
2022/4/21,20.0,16.0,雨ときどき曇り,神戸
2022/4/22,21.2,15.7,晴れときどき曇り,神戸
2022/4/23,23.9,15.7,曇りときどき晴れ,神戸
2022/4/24,19.7,16.8,雨ときどき曇り,神戸
2022/4/25,25.0,17.7,晴れときどき曇り,神戸
2022/4/26,22.5,18.6,曇りときどき雨,神戸
2022/4/27,24.2,15.4,曇りときどき雨,神戸
2022/4/28,24.4,14.1,曇りのち晴れ,神戸
2022/4/29,19.7,11.5,雨ときどき曇り,神戸
2022/4/30,19.5,10.6,晴れ,神戸
2022/5/1,17.9,11.6,雨ときどき曇り,神戸
2022/5/2,18.8,9.5,晴れ,神戸
2022/5/3,17.9,10.4,晴れ,神戸
2022/5/4,21.5,12.9,晴れ,神戸
2022/5/5,24.1,15.0,晴れ,神戸
2022/5/6,24.7,17.0,曇りときどき晴れ,神戸
2022/5/7,26.1,16.9,晴れ,神戸
2022/5/8,22.0,15.5,晴れ,神戸
2022/5/9,17.2,14.0,曇り,神戸
2022/5/10,23.6,12.1,曇りときどき晴れ,神戸
2022/5/11,24.0,17.1,雨のち曇り,神戸
2022/5/12,21.6,18.9,雨ときどき曇り,神戸
2022/5/13,21.9,19.4,雨,神戸
2022/5/14,21.8,17.0,曇り,神戸
2022/5/15,19.9,13.7,曇り,神戸
2022/5/16,21.1,15.6,曇り,神戸
2022/5/17,20.5,16.3,曇り,神戸
2022/5/18,25.5,14.9,晴れ,神戸
2022/5/19,26.6,17.1,晴れ,神戸
2022/5/20,25.2,19.0,曇り,神戸
2022/5/21,22.4,18.0,曇り,神戸
2022/5/22,25.2,16.6,晴れ,神戸
2022/5/23,25.3,18.7,晴れ,神戸
2022/5/24,27.5,18.5,晴れ,神戸
2022/5/25,27.4,20.1,晴れ,神戸
2022/5/26,26.0,19.8,晴れのち曇り,神戸
2022/5/27,26.1,18.8,曇り,神戸
2022/5/28,27.2,19.4,晴れ,神戸
2022/5/29,30.6,19.8,晴れ,神戸
